Category,Type,Model,Manufacturer,Physical Location Type,Physical Location,Assigned Locations,Status,Serial Number,No. of Units,Change Date,PO/Contract Number,FRD/Release Number
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD05,PDAR (PS48),In Use,401,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD06,PDAR (PS48),In Use,268,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD07,PDAR (PS48),In Use,369,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD08,PDAR (PS48),In Use,407,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD09,PDAR (PS48),In Use,400,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD10,PDAR (PS48),In Use,399,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD11,PDAR (PS48),In Use,404,1,11-AUG-2010,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD12,PDAR (PS48),In Use,409,1,07-JAN-2014,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PD13,PDAR (PS48),In Use,402,1,11-AUG-2010,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,PD32,PDAR (PS48),In Use,458,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,PD32,PDAR (PS48),In Use,451,1,28-JUL-2000,,
Seismometer,Passive,GS-13 Passive,"Geotech Instruments, LLC",Station - Site,PD32,PDAR (PS48),In Use,479,1,08-JUL-2014,,
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDB2,PDYAR (PS35),In Use,002050,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDA2,PDYAR (PS35),In Use,002038,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDA0,PDYAR (PS35),In Use,002049,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDB3,PDYAR (PS35),In Use,002043,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDB5,PDYAR (PS35),In Use,002045,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDB5,PDYAR (PS35),In Use,002051,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDB4,PDYAR (PS35),In Use,002041,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDB1,PDYAR (PS35),In Use,002042,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDA3,PDYAR (PS35),In Use,002046,1,29-OCT-2021,2019-1171,0006
Seismometer,Feedback,Trillium 120-SPH2 Feedback,"Nanometrics, Inc.",Station - Site,PDA1,PDYAR (PS35),In Use,002044,1,29-OCT-2021,2019-1171,0006
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEA0,PETK (PS36),In Use,334,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEA1,PETK (PS36),In Use,326,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEA2,PETK (PS36),In Use,341,1,16-DEC-2023,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEA3,PETK (PS36),In Use,339,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEB1,PETK (PS36),In Use,335,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEB2,PETK (PS36),In Use,319,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEB3,PETK (PS36),In Use,316,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEB4,PETK (PS36),In Use,374,1,02-AUG-2017,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PEB5,PETK (PS36),In Use,330,1,07-OCT-2005,,
Seismometer,Feedback,CMG-3TB 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,PEA0B,PETK (PS36),In Use,T3K34,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PES2,PETK (PS36),In Use,329,1,07-OCT-2005,,
Seismometer,Passive,GS-21 Passive,"Geotech Instruments, LLC",Station - Site,PLCA1,PLCA (PS01),In Use,113,1,26-OCT-1992,,
Seismometer,Feedback,KS54000 Feedback,"Geotech Instruments, LLC",Station - Site,PLCAB,PLCA (PS01),In Use,132,1,18-MAY-2019,,
Seismometer,Feedback,STS-2 1500 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,PMG,PMG (AS075),In Use,40641,1,18-JAN-2023,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,PMSA,PMSA (AS106),In Use,101020,1,18-JUN-2012,,
Seismometer,Passive,LPZA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,PPT,PPT (PS18),In Use,001,1,18-NOV-2008,,
Seismometer,Passive,LPHA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,PPT,PPT (PS18),In Use,009,1,18-NOV-2008,,
Seismometer,Passive,LPHA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,PPT,PPT (PS18),In Use,002,1,18-NOV-2008,,
Seismometer,Passive,ZM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,PPT,PPT (PS18),In Use,055,1,01-DEC-1999,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,PPT,PPT (PS18),In Use,061,1,03-MAR-2011,,
Seismometer,Passive,HM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,PPT,PPT (PS18),In Use,010,1,26-JAN-2016,,
Seismometer,Feedback,Trillium 120 P Feedback,"Nanometrics, Inc.",Station - Site,PSI,PSI (AS043),In Use,2014,1,22-SEP-2015,,
Seismometer,Feedback,STS-2 20000 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,PTGA,PTGA (AS010),In Use,30729,1,09-NOV-2009,,
Seismometer,Feedback,CMG-3TB 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,QSPA,QSPA (AS114),In Use,T3A84,1,01-FEB-2003,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,RAO,RAO (AS070),In Use,90944,1,20-MAY-2013,,
Seismometer,Feedback,KS54000-IRIS Feedback,"Geotech Instruments, LLC",Station - Site,RAR,RAR (AS024),In Use,027,1,26-OCT-2010,,
Seismometer,Feedback,STS-2 20000 V/m/s Low-Power Feedback,G. Streckeisen AG,Station - Site,RAR,RAR (AS024),In Use,99433,1,05-FEB-2010,,
Seismometer,Feedback,KS54000-IRIS Feedback,"Geotech Instruments, LLC",Station - Site,RCBR,RCBR (AS011),In Use,025,1,15-MAY-2019,2009-1767,0008
Seismometer,Feedback,CMG-3TB 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,RCBR,RCBR (AS011),In Use,T37565,1,15-MAY-2019,2009-1767,0008
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,RES,RES (AS016),In Use,2420,1,27-JUL-2022,,
Seismometer,Feedback,CMG-3ESP 4000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,ROSC,ROSC (PS14),In Use,T3F11,1,31-JUL-2003,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,RPN,RPN (AS018),In Use,110845,1,25-SEP-2020,,
Seismometer,Feedback,Trillium T120-BH1 Feedback,"Nanometrics, Inc.",Station - Site,RPZ,RPZ (AS069),In Use,001074,1,24-JUN-2021,,
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,SADO,SADO (AS014),In Use,2604,1,11-APR-2019,,
Seismometer,Feedback,Trillium 120-QA Feedback,"Nanometrics, Inc.",Station - Site,SCHQ,SCHQ (PS10),In Use,2488,1,16-APR-2019,,
Seismometer,Feedback,CMG-3T 20000 V/m/s Feedback,Guralp Systems Ltd.,Station - Site,SDV,SDV (AS117),In Use,T3319,1,12-MAR-2004,,
Seismometer,Feedback,STS-2 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,SEY,SEY (AS086),In Use,30236,1,29-JUN-2005,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,SFJD,SFJD (AS027),In Use,110615,1,18-FEB-2014,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,SHEM,SHEM (AS112),In Use,120945,1,07-DEC-2015,,
Seismometer,Feedback,STS-2.5 1500 V/m/s Standard Feedback,G. Streckeisen AG,Station - Site,SHEM,SHEM (AS112),In Use,120946,1,07-DEC-2015,,
Seismometer,Feedback,Trillium 120 P Feedback,"Nanometrics, Inc.",Station - Site,SIJI,SIJI (AS042),In Use,643,1,03-OCT-2011,,
Seismometer,Passive,ZM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,152,1,27-NOV-2012,,
Seismometer,Passive,LPHA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,GB45,1,30-JAN-2001,,
Seismometer,Passive,LPHA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,GB46,1,30-JAN-2001,,
Seismometer,Passive,LPZA-12s Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,GB16,1,30-JAN-2001,,
Seismometer,Passive,ZM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,039,1,15-APR-2004,,
Seismometer,Passive,ZM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,500060,1,01-DEC-2022,,
Seismometer,Passive,ZM500 Passive,"Commissariat a l' Energie Atomique, Département Analyse Surveillance Environnement",Station - Site,SIV,SIV (AS008),In Use,178,1,05-AUG-2021,,
Seismometer,Feedback,STS-2 20000 V/m/s High-Gain Feedback,G. Streckeisen AG,Station - Site,SJG,SJG (AS116),In Use,50514,1,25-SEP-2010,,
Seismometer,Feedback,STS-2 20000 V/m/s High-Gain Feedback,G. Streckeisen AG,Station - Site,SNAA,SNAA (AS035),In Use,110044,1,29-APR-2004,,
